@RELATION AuthorRecognition

@ATTRIBUTE ExclamationSentences REAL
@ATTRIBUTE InverseSentences REAL
@ATTRIBUTE NegatifSentences REAL
@ATTRIBUTE Connectives REAL
@ATTRIBUTE Nums REAL
@ATTRIBUTE Pronouns REAL
@ATTRIBUTE QuestionWords REAL
@ATTRIBUTE Abbreviations REAL
@ATTRIBUTE Times REAL
@ATTRIBUTE ColonSize REAL
@ATTRIBUTE CommaSize REAL
@ATTRIBUTE EllipsisPointSize REAL
@ATTRIBUTE HypenSize REAL
@ATTRIBUTE PointSize REAL
@ATTRIBUTE QuotationSize REAL
@ATTRIBUTE SemicolonSize REAL
@ATTRIBUTE ExlamationSize REAL
@ATTRIBUTE ParanthesisSize REAL
@ATTRIBUTE QuestionMarkSize REAL
@ATTRIBUTE CapitalLetterSize REAL
@ATTRIBUTE AverageSentencesLength REAL
@ATTRIBUTE AverageWordCountPerSentences REAL
@ATTRIBUTE AverageWordLength REAL
@ATTRIBUTE Dugasts REAL
@ATTRIBUTE Guiard REAL
@ATTRIBUTE Maas REAL
@ATTRIBUTE Rubet REAL
@ATTRIBUTE Sichel REAL
@ATTRIBUTE TypeTokenRatio REAL
@ATTRIBUTE AUTHOR {Taha-Akyol,Mehmet-Ali-Birand,Leyla-İpekçi,Ekrem-Dumanlı,Rasim-Ozan,Mehmet-Barlas,A-Turan-Alkan,Can-Ataklı,Reha-Muhtar,Rıdvan-Dilmen,Haşmet-Babaoğlu,Meryem-Koray,Nazlı-Ilıcak,Gözde-Bedeloğlu,Nazan-Bekiroğlu,Mehmet-Demirkol,Okay-Karacan,Hüseyin-Gülerce,İclal-Aydın,Ahmet-Çakar}

@DATA
222.0,518.0,333.0,1754.0,61.0,26.0,438.0,0.0,26.0,0.0,215.0,137.0,0.0,490.0,0.0,3921.0,117.0,0.0,0.0,13.0,60.0,8.0,6.0,541.0,1304.0,42.0,615.0,71.0,80.0,Haşmet-Babaoğlu
206.0,724.0,137.0,2008.0,48.0,28.0,3212.0,0.0,28.0,13.0,197.0,92.0,13.0,263.0,210.0,3947.0,78.0,0.0,92.0,13.0,65.0,8.0,6.0,562.0,1413.0,42.0,618.0,67.0,83.0,Haşmet-Babaoğlu
428.0,428.0,285.0,3196.0,36.0,36.0,1369.0,913.0,22.0,33.0,150.0,66.0,16.0,300.0,250.0,0.0,133.0,33.0,16.0,22.0,45.0,6.0,6.0,542.0,1405.0,42.0,627.0,52.0,89.0,Haşmet-Babaoğlu
363.0,477.0,295.0,2430.0,45.0,59.0,2083.0,0.0,13.0,9.0,303.0,0.0,0.0,176.0,186.0,4901.0,156.0,39.0,78.0,21.0,44.0,6.0,5.0,590.0,1479.0,41.0,613.0,75.0,80.0,Haşmet-Babaoğlu
270.0,621.0,108.0,4268.0,33.0,48.0,609.0,0.0,45.0,0.0,106.0,58.0,9.0,291.0,388.0,970.0,106.0,0.0,29.0,26.0,61.0,8.0,5.0,614.0,1529.0,40.0,609.0,72.0,78.0,Haşmet-Babaoğlu
125.0,593.0,250.0,5376.0,39.0,32.0,358.0,0.0,25.0,0.0,164.0,94.0,0.0,423.0,235.0,0.0,47.0,23.0,11.0,14.0,65.0,8.0,6.0,576.0,1365.0,41.0,607.0,48.0,77.0,Haşmet-Babaoğlu
73.0,365.0,146.0,3532.0,29.0,62.0,1630.0,0.0,21.0,19.0,126.0,67.0,19.0,359.0,310.0,1941.0,29.0,0.0,48.0,18.0,63.0,9.0,6.0,638.0,1610.0,39.0,608.0,67.0,78.0,Haşmet-Babaoğlu
266.0,488.0,222.0,2898.0,47.0,28.0,1086.0,0.0,14.0,20.0,177.0,41.0,0.0,302.0,270.0,3125.0,125.0,0.0,31.0,19.0,43.0,6.0,6.0,582.0,1468.0,41.0,616.0,90.0,80.0,Haşmet-Babaoğlu
200.0,800.0,280.0,2702.0,49.0,40.0,0.0,0.0,31.0,0.0,200.0,50.0,33.0,333.0,250.0,5000.0,83.0,0.0,0.0,18.0,63.0,9.0,6.0,538.0,1322.0,43.0,619.0,76.0,81.0,Haşmet-Babaoğlu
340.0,409.0,181.0,2980.0,36.0,33.0,993.0,662.0,9.0,9.0,171.0,28.0,0.0,238.0,257.0,3809.0,142.0,76.0,38.0,18.0,46.0,6.0,5.0,599.0,1507.0,40.0,613.0,80.0,79.0,Haşmet-Babaoğlu
100.0,500.0,250.0,3827.0,28.0,66.0,478.0,478.0,23.0,0.0,140.0,93.0,31.0,343.0,328.0,0.0,31.0,0.0,31.0,20.0,66.0,9.0,6.0,528.0,1314.0,43.0,623.0,52.0,86.0,Haşmet-Babaoğlu
279.0,511.0,232.0,4532.0,39.0,48.0,566.0,283.0,16.0,0.0,142.0,79.0,15.0,309.0,317.0,793.0,95.0,0.0,31.0,25.0,54.0,7.0,5.0,627.0,1543.0,39.0,606.0,65.0,76.0,Haşmet-Babaoğlu
270.0,378.0,243.0,2867.0,39.0,46.0,716.0,0.0,17.0,27.0,123.0,82.0,0.0,397.0,205.0,0.0,136.0,0.0,27.0,20.0,52.0,7.0,6.0,583.0,1454.0,41.0,614.0,57.0,82.0,Haşmet-Babaoğlu
236.0,631.0,236.0,2903.0,38.0,48.0,1290.0,0.0,29.0,0.0,154.0,90.0,18.0,327.0,245.0,3636.0,90.0,18.0,18.0,15.0,59.0,8.0,6.0,611.0,1613.0,40.0,618.0,70.0,85.0,Haşmet-Babaoğlu
200.0,520.0,140.0,4584.0,71.0,45.0,1432.0,0.0,28.0,8.0,130.0,34.0,8.0,286.0,356.0,1739.0,86.0,0.0,69.0,20.0,50.0,7.0,6.0,629.0,1600.0,39.0,610.0,60.0,80.0,Haşmet-Babaoğlu
173.0,456.0,173.0,3459.0,44.0,44.0,628.0,0.0,9.0,28.0,144.0,57.0,9.0,375.0,230.0,961.0,76.0,38.0,28.0,25.0,47.0,7.0,5.0,608.0,1519.0,40.0,610.0,84.0,77.0,Haşmet-Babaoğlu
305.0,472.0,222.0,1398.0,66.0,48.0,349.0,0.0,59.0,0.0,166.0,71.0,0.0,345.0,238.0,2380.0,130.0,23.0,0.0,14.0,50.0,7.0,6.0,591.0,1519.0,41.0,617.0,108.0,80.0,Haşmet-Babaoğlu
131.0,447.0,236.0,3448.0,25.0,51.0,574.0,574.0,25.0,20.0,185.0,61.0,10.0,381.0,216.0,2061.0,61.0,0.0,41.0,23.0,62.0,8.0,5.0,629.0,1608.0,39.0,611.0,60.0,81.0,Haşmet-Babaoğlu
179.0,589.0,256.0,3200.0,48.0,34.0,800.0,0.0,18.0,36.0,155.0,64.0,0.0,302.0,293.0,917.0,64.0,55.0,18.0,20.0,68.0,9.0,5.0,644.0,1647.0,39.0,609.0,78.0,78.0,Haşmet-Babaoğlu
243.0,414.0,243.0,3197.0,34.0,61.0,872.0,0.0,14.0,17.0,133.0,80.0,0.0,330.0,321.0,1785.0,89.0,0.0,8.0,23.0,62.0,8.0,6.0,621.0,1520.0,40.0,606.0,67.0,76.0,Haşmet-Babaoğlu
188.0,566.0,226.0,3300.0,36.0,36.0,1980.0,0.0,29.0,51.0,155.0,77.0,8.0,293.0,189.0,1724.0,86.0,34.0,86.0,19.0,41.0,5.0,6.0,600.0,1516.0,40.0,613.0,71.0,80.0,Haşmet-Babaoğlu
379.0,482.0,241.0,3076.0,61.0,46.0,1153.0,0.0,30.0,0.0,220.0,50.0,0.0,271.0,152.0,3389.0,186.0,0.0,84.0,19.0,59.0,8.0,6.0,570.0,1426.0,41.0,616.0,78.0,81.0,Haşmet-Babaoğlu
282.0,564.0,205.0,3536.0,51.0,48.0,1607.0,321.0,9.0,36.0,144.0,84.0,0.0,301.0,204.0,3614.0,132.0,0.0,60.0,15.0,60.0,8.0,6.0,610.0,1587.0,40.0,616.0,92.0,81.0,Haşmet-Babaoğlu
282.0,564.0,153.0,4761.0,32.0,44.0,892.0,297.0,20.0,26.0,132.0,79.0,8.0,238.0,318.0,2654.0,97.0,35.0,35.0,16.0,60.0,8.0,6.0,623.0,1609.0,40.0,613.0,57.0,82.0,Haşmet-Babaoğlu
175.0,425.0,350.0,3481.0,56.0,56.0,0.0,0.0,25.0,0.0,252.0,50.0,0.0,353.0,242.0,2020.0,70.0,0.0,10.0,11.0,55.0,7.0,6.0,612.0,1586.0,40.0,615.0,67.0,83.0,Haşmet-Babaoğlu
153.0,410.0,153.0,4017.0,89.0,53.0,446.0,0.0,44.0,25.0,181.0,90.0,0.0,441.0,142.0,1298.0,77.0,0.0,25.0,18.0,41.0,5.0,6.0,535.0,1262.0,43.0,613.0,47.0,80.0,Haşmet-Babaoğlu
97.0,487.0,243.0,2461.0,58.0,40.0,923.0,0.0,43.0,13.0,200.0,26.0,0.0,453.0,200.0,0.0,53.0,0.0,53.0,21.0,55.0,8.0,5.0,619.0,1619.0,40.0,616.0,95.0,81.0,Haşmet-Babaoğlu
531.0,656.0,187.0,4966.0,62.0,33.0,1324.0,0.0,23.0,0.0,114.0,98.0,0.0,262.0,180.0,0.0,278.0,0.0,65.0,17.0,69.0,9.0,6.0,596.0,1461.0,40.0,609.0,98.0,75.0,Haşmet-Babaoğlu
20.0,224.0,469.0,2564.0,43.0,42.0,183.0,0.0,23.0,0.0,538.0,32.0,0.0,282.0,83.0,5769.0,6.0,0.0,0.0,9.0,85.0,11.0,6.0,722.0,1861.0,37.0,603.0,59.0,74.0,Gözde-Bedeloğlu
62.0,333.0,354.0,3020.0,31.0,35.0,0.0,335.0,30.0,0.0,355.0,46.0,18.0,448.0,84.0,1869.0,28.0,0.0,0.0,16.0,101.0,13.0,6.0,748.0,2043.0,36.0,608.0,58.0,78.0,Gözde-Bedeloğlu
18.0,388.0,259.0,2980.0,28.0,28.0,894.0,149.0,28.0,0.0,421.0,9.0,0.0,529.0,0.0,980.0,9.0,0.0,19.0,19.0,100.0,12.0,6.0,776.0,2157.0,35.0,608.0,100.0,74.0,Gözde-Bedeloğlu
71.0,476.0,261.0,3119.0,36.0,44.0,183.0,0.0,12.0,11.0,488.0,0.0,0.0,400.0,0.0,2222.0,33.0,22.0,22.0,15.0,105.0,13.0,6.0,724.0,1901.0,37.0,605.0,92.0,73.0,Gözde-Bedeloğlu
29.0,402.0,313.0,1976.0,43.0,61.0,592.0,0.0,3.0,6.0,243.0,85.0,0.0,457.0,54.0,1829.0,12.0,109.0,12.0,18.0,60.0,7.0,6.0,705.0,1800.0,37.0,603.0,76.0,73.0,Gözde-Bedeloğlu
0.0,345.0,259.0,1440.0,60.0,48.0,0.0,0.0,11.0,0.0,385.0,0.0,14.0,577.0,0.0,2222.0,0.0,0.0,0.0,17.0,61.0,7.0,6.0,758.0,2064.0,36.0,607.0,63.0,77.0,Gözde-Bedeloğlu
57.0,371.0,428.0,3541.0,39.0,20.0,208.0,208.0,14.0,0.0,376.0,21.0,21.0,376.0,182.0,0.0,21.0,0.0,0.0,17.0,108.0,14.0,6.0,700.0,1866.0,37.0,609.0,80.0,78.0,Gözde-Bedeloğlu
53.0,642.0,339.0,2374.0,44.0,71.0,1846.0,0.0,15.0,10.0,320.0,60.0,0.0,470.0,0.0,3000.0,30.0,0.0,80.0,16.0,49.0,6.0,6.0,638.0,1530.0,39.0,601.0,70.0,73.0,Gözde-Bedeloğlu
235.0,490.0,254.0,2045.0,34.0,25.0,681.0,0.0,25.0,11.0,337.0,33.0,33.0,382.0,0.0,2247.0,134.0,0.0,44.0,19.0,67.0,9.0,6.0,680.0,1787.0,38.0,609.0,106.0,76.0,Gözde-Bedeloğlu
0.0,469.0,448.0,2941.0,27.0,29.0,392.0,0.0,9.0,0.0,345.0,44.0,8.0,398.0,123.0,2654.0,0.0,0.0,53.0,13.0,78.0,10.0,6.0,709.0,1846.0,37.0,605.0,57.0,77.0,Gözde-Bedeloğlu
88.0,573.0,338.0,2272.0,34.0,94.0,568.0,0.0,13.0,0.0,336.0,9.0,0.0,439.0,0.0,8411.0,56.0,0.0,74.0,16.0,56.0,8.0,6.0,707.0,1732.0,37.0,597.0,103.0,67.0,Gözde-Bedeloğlu
122.0,543.0,228.0,2744.0,51.0,48.0,0.0,343.0,20.0,46.0,420.0,9.0,9.0,411.0,0.0,3738.0,65.0,0.0,0.0,17.0,80.0,10.0,6.0,742.0,2000.0,36.0,607.0,82.0,75.0,Gözde-Bedeloğlu
54.0,490.0,218.0,3359.0,35.0,49.0,1185.0,0.0,19.0,10.0,312.0,31.0,31.0,375.0,0.0,4166.0,31.0,0.0,166.0,25.0,74.0,9.0,6.0,717.0,2000.0,37.0,614.0,86.0,81.0,Gözde-Bedeloğlu
71.0,452.0,357.0,2834.0,48.0,28.0,0.0,809.0,18.0,8.0,330.0,42.0,0.0,296.0,220.0,5084.0,25.0,0.0,25.0,14.0,92.0,12.0,6.0,705.0,1876.0,37.0,608.0,57.0,79.0,Gözde-Bedeloğlu
23.0,372.0,511.0,3211.0,40.0,44.0,428.0,0.0,23.0,0.0,443.0,34.0,0.0,352.0,0.0,3409.0,11.0,0.0,125.0,24.0,82.0,11.0,6.0,693.0,1841.0,37.0,609.0,75.0,78.0,Gözde-Bedeloğlu
90.0,522.0,340.0,1943.0,49.0,38.0,176.0,0.0,10.0,9.0,352.0,57.0,0.0,447.0,0.0,3809.0,38.0,19.0,38.0,11.0,104.0,13.0,6.0,735.0,1971.0,36.0,607.0,89.0,75.0,Gözde-Bedeloğlu
0.0,432.0,567.0,4474.0,17.0,23.0,0.0,0.0,7.0,11.0,482.0,35.0,0.0,376.0,0.0,7058.0,0.0,23.0,0.0,9.0,111.0,14.0,6.0,712.0,1874.0,37.0,606.0,65.0,77.0,Gözde-Bedeloğlu
25.0,275.0,425.0,3553.0,33.0,28.0,338.0,507.0,21.0,0.0,438.0,33.0,11.0,460.0,0.0,2247.0,11.0,0.0,22.0,20.0,115.0,15.0,6.0,742.0,1962.0,36.0,605.0,121.0,70.0,Gözde-Bedeloğlu
69.0,441.0,279.0,1298.0,31.0,44.0,0.0,0.0,18.0,0.0,301.0,34.0,0.0,370.0,232.0,862.0,25.0,0.0,25.0,28.0,70.0,9.0,6.0,654.0,1737.0,39.0,613.0,55.0,83.0,Gözde-Bedeloğlu
31.0,281.0,656.0,2414.0,48.0,24.0,0.0,0.0,14.0,0.0,514.0,0.0,0.0,455.0,0.0,1470.0,14.0,0.0,0.0,13.0,120.0,16.0,6.0,707.0,1892.0,37.0,609.0,87.0,77.0,Gözde-Bedeloğlu
23.0,395.0,418.0,3343.0,34.0,33.0,0.0,1215.0,9.0,0.0,469.0,10.0,0.0,428.0,0.0,2040.0,10.0,61.0,0.0,31.0,120.0,16.0,6.0,772.0,2148.0,35.0,609.0,103.0,75.0,Gözde-Bedeloğlu
0.0,320.0,333.0,2389.0,32.0,68.0,170.0,0.0,35.0,0.0,288.0,69.0,0.0,513.0,0.0,1604.0,0.0,96.0,16.0,20.0,58.0,7.0,6.0,748.0,2098.0,36.0,611.0,100.0,77.0,Gözde-Bedeloğlu
120.0,460.0,400.0,3042.0,32.0,40.0,2636.0,0.0,32.0,0.0,322.0,62.0,0.0,385.0,0.0,0.0,62.0,41.0,125.0,21.0,78.0,10.0,6.0,708.0,1927.0,37.0,611.0,98.0,78.0,Gözde-Bedeloğlu
47.0,714.0,333.0,3347.0,20.0,27.0,0.0,209.0,14.0,0.0,261.0,15.0,0.0,292.0,415.0,0.0,7.0,0.0,7.0,30.0,108.0,14.0,6.0,696.0,1811.0,37.0,606.0,75.0,76.0,Gözde-Bedeloğlu
111.0,311.0,377.0,3281.0,39.0,21.0,312.0,312.0,14.0,0.0,455.0,9.0,79.0,405.0,0.0,0.0,49.0,0.0,0.0,18.0,115.0,15.0,6.0,758.0,1996.0,36.0,603.0,87.0,72.0,Gözde-Bedeloğlu
0.0,222.0,222.0,4338.0,43.0,30.0,0.0,1239.0,26.0,0.0,520.0,13.0,0.0,369.0,0.0,0.0,0.0,82.0,13.0,27.0,148.0,19.0,6.0,693.0,1736.0,37.0,601.0,70.0,73.0,Gözde-Bedeloğlu
25.0,666.0,282.0,3818.0,35.0,47.0,715.0,715.0,11.0,0.0,435.0,47.0,0.0,494.0,0.0,0.0,11.0,0.0,11.0,31.0,89.0,11.0,6.0,670.0,1758.0,38.0,610.0,63.0,80.0,Gözde-Bedeloğlu
0.0,380.0,333.0,3853.0,47.0,25.0,0.0,183.0,22.0,20.0,474.0,41.0,10.0,432.0,0.0,2061.0,0.0,0.0,0.0,22.0,106.0,13.0,6.0,730.0,2008.0,36.0,611.0,70.0,80.0,Gözde-Bedeloğlu
173.0,630.0,260.0,993.0,43.0,46.0,0.0,0.0,16.0,0.0,448.0,40.0,0.0,397.0,0.0,1020.0,81.0,0.0,20.0,19.0,54.0,6.0,6.0,603.0,1565.0,40.0,617.0,47.0,85.0,Gözde-Bedeloğlu
28.0,228.0,457.0,3590.0,30.0,21.0,179.0,0.0,23.0,0.0,471.0,22.0,0.0,404.0,0.0,1123.0,11.0,67.0,11.0,19.0,136.0,16.0,7.0,736.0,2038.0,36.0,611.0,87.0,78.0,Gözde-Bedeloğlu
33.0,333.0,300.0,4433.0,27.0,19.0,0.0,492.0,14.0,0.0,500.0,13.0,13.0,445.0,0.0,0.0,13.0,0.0,13.0,20.0,117.0,14.0,6.0,659.0,1672.0,38.0,607.0,80.0,76.0,Gözde-Bedeloğlu
21.0,340.0,319.0,2654.0,44.0,26.0,0.0,176.0,37.0,20.0,479.0,10.0,0.0,447.0,0.0,2083.0,10.0,0.0,10.0,22.0,94.0,12.0,6.0,740.0,2057.0,36.0,611.0,69.0,80.0,Gözde-Bedeloğlu
65.0,456.0,369.0,2294.0,32.0,28.0,191.0,191.0,21.0,0.0,298.0,38.0,0.0,610.0,0.0,0.0,38.0,0.0,12.0,17.0,94.0,12.0,6.0,717.0,1910.0,37.0,607.0,96.0,75.0,Gözde-Bedeloğlu
118.0,372.0,305.0,2521.0,58.0,48.0,336.0,504.0,26.0,0.0,176.0,58.0,0.0,658.0,0.0,0.0,82.0,0.0,23.0,26.0,79.0,10.0,6.0,750.0,2082.0,36.0,610.0,86.0,77.0,Gözde-Bedeloğlu
20.0,326.0,224.0,3259.0,48.0,36.0,0.0,0.0,20.0,10.0,368.0,21.0,10.0,526.0,0.0,3157.0,10.0,21.0,0.0,19.0,98.0,12.0,6.0,736.0,1909.0,36.0,602.0,78.0,72.0,Gözde-Bedeloğlu
66.0,500.0,283.0,2893.0,48.0,53.0,643.0,160.0,20.0,9.0,304.0,38.0,19.0,495.0,9.0,1904.0,38.0,0.0,66.0,18.0,81.0,10.0,6.0,762.0,2145.0,36.0,611.0,85.0,78.0,Gözde-Bedeloğlu
55.0,333.0,333.0,3730.0,39.0,28.0,532.0,532.0,8.0,13.0,500.0,0.0,13.0,364.0,0.0,2702.0,27.0,0.0,54.0,23.0,127.0,16.0,6.0,731.0,1921.0,36.0,605.0,87.0,73.0,Gözde-Bedeloğlu
0.0,500.0,428.0,3025.0,38.0,19.0,0.0,0.0,30.0,0.0,469.0,12.0,0.0,506.0,0.0,1234.0,0.0,0.0,0.0,12.0,126.0,16.0,6.0,758.0,2047.0,36.0,606.0,111.0,72.0,Gözde-Bedeloğlu
0.0,387.0,285.0,1965.0,26.0,43.0,436.0,0.0,13.0,0.0,352.0,68.0,19.0,500.0,0.0,1960.0,0.0,0.0,39.0,23.0,76.0,9.0,6.0,693.0,1892.0,37.0,613.0,76.0,81.0,Gözde-Bedeloğlu
76.0,333.0,384.0,3500.0,27.0,45.0,250.0,750.0,10.0,12.0,410.0,38.0,0.0,461.0,0.0,1282.0,38.0,0.0,25.0,22.0,83.0,10.0,6.0,661.0,1735.0,38.0,611.0,60.0,81.0,Gözde-Bedeloğlu
0.0,243.0,341.0,3360.0,35.0,30.0,320.0,0.0,40.0,11.0,452.0,11.0,0.0,464.0,11.0,0.0,0.0,23.0,23.0,15.0,124.0,15.0,6.0,755.0,2016.0,36.0,605.0,101.0,72.0,Gözde-Bedeloğlu
0.0,294.0,529.0,2734.0,50.0,41.0,390.0,0.0,13.0,0.0,525.0,12.0,0.0,412.0,0.0,1250.0,0.0,25.0,12.0,20.0,126.0,15.0,6.0,714.0,1909.0,37.0,608.0,67.0,78.0,Gözde-Bedeloğlu
21.0,326.0,282.0,2613.0,36.0,17.0,0.0,871.0,20.0,10.0,344.0,21.0,10.0,602.0,0.0,0.0,10.0,0.0,0.0,25.0,99.0,13.0,6.0,738.0,1986.0,36.0,607.0,90.0,75.0,Gözde-Bedeloğlu
15.0,287.0,303.0,1109.0,49.0,55.0,0.0,0.0,29.0,0.0,349.0,18.0,0.0,622.0,0.0,0.0,9.0,0.0,0.0,14.0,60.0,8.0,6.0,722.0,1896.0,37.0,605.0,86.0,74.0,Gözde-Bedeloğlu
0.0,243.0,341.0,3784.0,41.0,51.0,199.0,0.0,19.0,12.0,259.0,77.0,0.0,636.0,0.0,0.0,0.0,0.0,12.0,22.0,97.0,12.0,6.0,708.0,1874.0,37.0,607.0,83.0,76.0,Gözde-Bedeloğlu
142.0,428.0,107.0,4040.0,30.0,47.0,0.0,673.0,26.0,76.0,442.0,0.0,19.0,346.0,19.0,1923.0,76.0,0.0,0.0,37.0,83.0,11.0,6.0,592.0,1450.0,41.0,609.0,80.0,77.0,Gözde-Bedeloğlu
45.0,181.0,340.0,2025.0,44.0,40.0,368.0,184.0,20.0,0.0,437.0,12.0,0.0,475.0,0.0,2500.0,25.0,0.0,25.0,18.0,94.0,12.0,6.0,728.0,1978.0,37.0,609.0,67.0,79.0,Gözde-Bedeloğlu
27.0,493.0,287.0,3278.0,49.0,59.0,163.0,0.0,32.0,0.0,312.0,46.0,7.0,554.0,0.0,3125.0,15.0,0.0,31.0,23.0,64.0,9.0,6.0,747.0,1959.0,36.0,603.0,68.0,73.0,Gözde-Bedeloğlu
0.0,818.0,484.0,1337.0,40.0,33.0,0.0,0.0,90.0,0.0,405.0,67.0,0.0,500.0,0.0,0.0,0.0,0.0,27.0,13.0,68.0,9.0,6.0,597.0,1503.0,40.0,613.0,115.0,76.0,Gözde-Bedeloğlu
111.0,555.0,481.0,3233.0,73.0,57.0,230.0,230.0,23.0,0.0,500.0,0.0,0.0,431.0,0.0,0.0,51.0,0.0,17.0,14.0,122.0,16.0,6.0,674.0,1744.0,38.0,608.0,82.0,76.0,Gözde-Bedeloğlu
0.0,500.0,423.0,3188.0,40.0,37.0,869.0,0.0,17.0,13.0,171.0,26.0,52.0,302.0,381.0,0.0,0.0,0.0,52.0,15.0,99.0,13.0,6.0,619.0,1491.0,40.0,603.0,97.0,72.0,Mehmet-Barlas
0.0,347.0,608.0,2702.0,20.0,60.0,0.0,0.0,16.0,0.0,242.0,30.0,30.0,393.0,272.0,0.0,0.0,30.0,0.0,12.0,94.0,12.0,6.0,594.0,1476.0,41.0,612.0,78.0,79.0,Mehmet-Barlas
31.0,468.0,125.0,2447.0,34.0,55.0,1048.0,0.0,41.0,12.0,112.0,37.0,50.0,387.0,350.0,0.0,12.0,0.0,37.0,25.0,66.0,8.0,6.0,583.0,1407.0,41.0,608.0,63.0,77.0,Mehmet-Barlas
0.0,578.0,315.0,2777.0,63.0,55.0,1587.0,0.0,15.0,0.0,146.0,26.0,26.0,226.0,466.0,0.0,0.0,53.0,53.0,26.0,102.0,13.0,6.0,563.0,1398.0,42.0,616.0,94.0,79.0,Mehmet-Barlas
0.0,600.0,350.0,6397.0,26.0,30.0,1346.0,0.0,33.0,0.0,200.0,33.0,16.0,283.0,350.0,0.0,0.0,33.0,83.0,17.0,111.0,14.0,6.0,591.0,1433.0,41.0,608.0,68.0,77.0,Mehmet-Barlas
0.0,294.0,647.0,1612.0,48.0,40.0,1209.0,4435.0,24.0,0.0,127.0,18.0,0.0,290.0,527.0,0.0,0.0,0.0,36.0,35.0,108.0,14.0,6.0,556.0,1339.0,42.0,612.0,109.0,75.0,Mehmet-Barlas
43.0,304.0,391.0,1606.0,32.0,56.0,803.0,401.0,64.0,17.0,157.0,17.0,87.0,368.0,315.0,0.0,17.0,0.0,17.0,22.0,85.0,11.0,6.0,555.0,1324.0,42.0,611.0,90.0,76.0,Mehmet-Barlas
130.0,347.0,260.0,2166.0,39.0,57.0,1444.0,361.0,21.0,15.0,107.0,61.0,61.0,338.0,323.0,0.0,46.0,30.0,15.0,24.0,84.0,11.0,6.0,580.0,1423.0,41.0,612.0,130.0,74.0,Mehmet-Barlas
0.0,354.0,193.0,4320.0,39.0,63.0,411.0,617.0,8.0,19.0,221.0,19.0,76.0,307.0,288.0,0.0,0.0,57.0,9.0,16.0,108.0,15.0,6.0,700.0,1841.0,37.0,607.0,123.0,73.0,Mehmet-Barlas
0.0,241.0,241.0,2356.0,39.0,44.0,2356.0,1308.0,18.0,0.0,129.0,0.0,32.0,247.0,505.0,0.0,0.0,0.0,86.0,29.0,81.0,11.0,6.0,638.0,1519.0,39.0,600.0,127.0,67.0,Mehmet-Barlas
0.0,466.0,33.0,4958.0,19.0,55.0,275.0,2754.0,24.0,43.0,156.0,52.0,8.0,252.0,434.0,0.0,0.0,34.0,17.0,39.0,87.0,11.0,6.0,625.0,1459.0,39.0,598.0,100.0,68.0,Mehmet-Barlas
0.0,500.0,423.0,3188.0,40.0,37.0,869.0,0.0,17.0,13.0,171.0,26.0,52.0,302.0,381.0,0.0,0.0,0.0,52.0,15.0,99.0,13.0,6.0,619.0,1491.0,40.0,603.0,97.0,72.0,Mehmet-Barlas
0.0,441.0,294.0,3378.0,40.0,49.0,1126.0,900.0,22.0,14.0,167.0,0.0,65.0,211.0,459.0,0.0,0.0,43.0,36.0,40.0,100.0,13.0,6.0,674.0,1670.0,38.0,602.0,96.0,71.0,Mehmet-Barlas
0.0,576.0,346.0,2719.0,27.0,90.0,906.0,302.0,27.0,0.0,178.0,23.0,11.0,297.0,452.0,0.0,0.0,0.0,35.0,25.0,92.0,12.0,6.0,615.0,1517.0,40.0,608.0,101.0,74.0,Mehmet-Barlas
60.0,363.0,212.0,3250.0,27.0,25.0,1000.0,0.0,7.0,8.0,237.0,67.0,33.0,279.0,296.0,0.0,16.0,16.0,42.0,18.0,90.0,12.0,6.0,652.0,1614.0,39.0,604.0,99.0,72.0,Mehmet-Barlas
0.0,285.0,428.0,4624.0,40.0,43.0,2023.0,0.0,43.0,0.0,257.0,14.0,0.0,314.0,314.0,0.0,0.0,0.0,100.0,20.0,90.0,11.0,6.0,631.0,1650.0,39.0,614.0,107.0,79.0,Mehmet-Barlas
62.0,375.0,343.0,3405.0,61.0,58.0,619.0,309.0,24.0,12.0,220.0,38.0,51.0,376.0,233.0,0.0,25.0,0.0,38.0,20.0,69.0,9.0,6.0,610.0,1513.0,40.0,609.0,91.0,76.0,Mehmet-Barlas
62.0,375.0,343.0,3405.0,61.0,58.0,619.0,309.0,24.0,12.0,220.0,38.0,51.0,376.0,233.0,0.0,25.0,0.0,38.0,20.0,69.0,9.0,6.0,610.0,1513.0,40.0,609.0,91.0,76.0,Mehmet-Barlas
0.0,520.0,360.0,2879.0,54.0,44.0,0.0,0.0,20.0,0.0,505.0,45.0,0.0,333.0,114.0,0.0,0.0,0.0,0.0,37.0,117.0,15.0,6.0,641.0,1565.0,39.0,603.0,84.0,73.0,Mehmet-Barlas
0.0,310.0,482.0,4081.0,32.0,90.0,1166.0,0.0,26.0,14.0,239.0,28.0,42.0,352.0,253.0,0.0,0.0,0.0,70.0,14.0,86.0,11.0,6.0,623.0,1555.0,40.0,608.0,79.0,77.0,Mehmet-Barlas
0.0,296.0,259.0,4075.0,43.0,31.0,0.0,313.0,18.0,12.0,162.0,0.0,12.0,300.0,425.0,0.0,0.0,50.0,37.0,24.0,92.0,11.0,6.0,605.0,1472.0,40.0,607.0,79.0,75.0,Mehmet-Barlas
