@RELATION AuthorRecognition

@ATTRIBUTE ExclamationSentences REAL
@ATTRIBUTE InverseSentences REAL
@ATTRIBUTE NegatifSentences REAL
@ATTRIBUTE Connectives REAL
@ATTRIBUTE Nums REAL
@ATTRIBUTE Pronouns REAL
@ATTRIBUTE QuestionWords REAL
@ATTRIBUTE Abbreviations REAL
@ATTRIBUTE Times REAL
@ATTRIBUTE ColonSize REAL
@ATTRIBUTE CommaSize REAL
@ATTRIBUTE EllipsisPointSize REAL
@ATTRIBUTE HypenSize REAL
@ATTRIBUTE PointSize REAL
@ATTRIBUTE QuotationSize REAL
@ATTRIBUTE SemicolonSize REAL
@ATTRIBUTE ExlamationSize REAL
@ATTRIBUTE ParanthesisSize REAL
@ATTRIBUTE QuestionMarkSize REAL
@ATTRIBUTE CapitalLetterSize REAL
@ATTRIBUTE AverageSentencesLength REAL
@ATTRIBUTE AverageWordCountPerSentences REAL
@ATTRIBUTE AverageWordLength REAL
@ATTRIBUTE Dugasts REAL
@ATTRIBUTE Guiard REAL
@ATTRIBUTE Maas REAL
@ATTRIBUTE Rubet REAL
@ATTRIBUTE Sichel REAL
@ATTRIBUTE TypeTokenRatio REAL
@ATTRIBUTE AUTHOR {Taha-Akyol,Mehmet-Ali-Birand,Leyla-İpekçi,Ekrem-Dumanlı,Rasim-Ozan,Mehmet-Barlas,A-Turan-Alkan,Can-Ataklı,Reha-Muhtar,Rıdvan-Dilmen,Haşmet-Babaoğlu,Meryem-Koray,Nazlı-Ilıcak,Gözde-Bedeloğlu,Nazan-Bekiroğlu,Mehmet-Demirkol,Okay-Karacan,Hüseyin-Gülerce,İclal-Aydın,Ahmet-Çakar}

@DATA
0.0,458.0,354.0,3402.0,39.0,88.0,189.0,189.0,30.0,0.0,325.0,0.0,22.0,561.0,89.0,0.0,0.0,0.0,0.0,12.0,78.0,10.0,6.0,716.0,1860.0,37.0,604.0,109.0,72.0,Nazan-Bekiroğlu
16.0,532.0,387.0,1492.0,74.0,61.0,213.0,0.0,23.0,8.0,354.0,0.0,16.0,419.0,129.0,806.0,8.0,0.0,56.0,15.0,53.0,7.0,5.0,684.0,1685.0,38.0,600.0,90.0,70.0,Nazan-Bekiroğlu
17.0,655.0,327.0,2366.0,57.0,88.0,986.0,0.0,19.0,0.0,361.0,0.0,8.0,445.0,117.0,0.0,8.0,16.0,42.0,17.0,60.0,8.0,5.0,703.0,1776.0,37.0,602.0,112.0,70.0,Nazan-Bekiroğlu
90.0,477.0,363.0,3225.0,30.0,88.0,201.0,0.0,10.0,9.0,289.0,9.0,0.0,364.0,242.0,934.0,46.0,18.0,9.0,22.0,89.0,12.0,6.0,703.0,1822.0,37.0,605.0,98.0,73.0,Nazan-Bekiroğlu
0.0,600.0,325.0,4832.0,63.0,52.0,1115.0,0.0,24.0,10.0,220.0,0.0,10.0,350.0,370.0,0.0,0.0,0.0,40.0,17.0,94.0,13.0,5.0,709.0,1707.0,37.0,595.0,93.0,66.0,Nazan-Bekiroğlu
0.0,548.0,258.0,2462.0,53.0,68.0,757.0,0.0,18.0,0.0,327.0,0.0,0.0,513.0,53.0,0.0,0.0,70.0,35.0,13.0,63.0,8.0,6.0,722.0,1962.0,37.0,610.0,79.0,78.0,Nazan-Bekiroğlu
15.0,603.0,301.0,1734.0,55.0,52.0,385.0,0.0,28.0,0.0,333.0,0.0,8.0,463.0,154.0,813.0,8.0,0.0,24.0,15.0,60.0,8.0,6.0,718.0,1940.0,37.0,609.0,83.0,78.0,Nazan-Bekiroğlu
19.0,470.0,274.0,3816.0,49.0,32.0,0.0,0.0,24.0,0.0,336.0,0.0,37.0,476.0,56.0,934.0,9.0,74.0,0.0,10.0,74.0,10.0,6.0,707.0,1747.0,37.0,598.0,62.0,71.0,Nazan-Bekiroğlu
20.0,416.0,375.0,3625.0,57.0,53.0,0.0,0.0,30.0,0.0,325.0,0.0,11.0,494.0,112.0,0.0,11.0,22.0,22.0,11.0,77.0,10.0,6.0,706.0,1729.0,37.0,597.0,73.0,70.0,Nazan-Bekiroğlu
0.0,413.0,137.0,4477.0,44.0,19.0,0.0,0.0,31.0,0.0,524.0,9.0,67.0,281.0,106.0,0.0,0.0,0.0,9.0,15.0,136.0,17.0,6.0,697.0,1879.0,37.0,611.0,78.0,79.0,Nazan-Bekiroğlu
0.0,416.0,138.0,4938.0,51.0,32.0,0.0,0.0,34.0,0.0,219.0,0.0,8.0,307.0,464.0,0.0,0.0,0.0,0.0,24.0,104.0,14.0,5.0,698.0,1809.0,37.0,605.0,80.0,75.0,Nazan-Bekiroğlu
0.0,384.0,410.0,3193.0,41.0,55.0,199.0,0.0,25.0,17.0,366.0,0.0,44.0,348.0,205.0,892.0,0.0,0.0,8.0,17.0,100.0,13.0,6.0,710.0,1907.0,37.0,609.0,74.0,78.0,Nazan-Bekiroğlu
0.0,407.0,185.0,1476.0,48.0,67.0,2531.0,0.0,29.0,0.0,213.0,0.0,38.0,496.0,137.0,763.0,0.0,0.0,106.0,22.0,40.0,5.0,5.0,689.0,1731.0,38.0,602.0,82.0,72.0,Nazan-Bekiroğlu
38.0,480.0,211.0,2777.0,57.0,63.0,595.0,0.0,3.0,0.0,252.0,0.0,0.0,466.0,213.0,1941.0,19.0,0.0,29.0,25.0,75.0,10.0,6.0,695.0,1674.0,37.0,596.0,101.0,67.0,Nazan-Bekiroğlu
0.0,451.0,225.0,4563.0,49.0,51.0,793.0,0.0,17.0,18.0,224.0,0.0,9.0,261.0,373.0,1869.0,0.0,74.0,18.0,24.0,117.0,16.0,6.0,701.0,1755.0,37.0,601.0,81.0,71.0,Nazan-Bekiroğlu
0.0,970.0,445.0,373.0,42.0,82.0,0.0,373.0,67.0,0.0,292.0,0.0,13.0,680.0,13.0,0.0,0.0,0.0,0.0,23.0,37.0,5.0,5.0,697.0,1556.0,37.0,586.0,61.0,63.0,Nazan-Bekiroğlu
0.0,228.0,245.0,2434.0,73.0,54.0,0.0,0.0,41.0,0.0,401.0,0.0,8.0,491.0,62.0,1785.0,0.0,17.0,0.0,14.0,68.0,9.0,6.0,710.0,1748.0,37.0,598.0,84.0,69.0,Nazan-Bekiroğlu
0.0,477.0,409.0,4474.0,54.0,35.0,0.0,0.0,9.0,0.0,270.0,0.0,0.0,440.0,240.0,0.0,0.0,40.0,10.0,16.0,86.0,12.0,6.0,701.0,1702.0,37.0,597.0,82.0,68.0,Nazan-Bekiroğlu
0.0,422.0,177.0,2745.0,49.0,33.0,588.0,0.0,13.0,0.0,288.0,0.0,0.0,405.0,270.0,0.0,0.0,18.0,18.0,16.0,85.0,11.0,6.0,704.0,1771.0,37.0,601.0,80.0,72.0,Nazan-Bekiroğlu
0.0,450.0,233.0,3225.0,60.0,96.0,716.0,0.0,30.0,6.0,288.0,0.0,0.0,352.0,320.0,641.0,0.0,0.0,25.0,21.0,63.0,9.0,5.0,711.0,1646.0,37.0,590.0,102.0,62.0,Nazan-Bekiroğlu
0.0,387.0,354.0,1893.0,66.0,34.0,0.0,0.0,32.0,0.0,463.0,0.0,24.0,487.0,16.0,813.0,0.0,0.0,0.0,15.0,61.0,8.0,6.0,707.0,1723.0,37.0,597.0,78.0,69.0,Nazan-Bekiroğlu
0.0,488.0,627.0,2298.0,63.0,57.0,574.0,191.0,21.0,0.0,521.0,0.0,10.0,382.0,21.0,0.0,0.0,0.0,63.0,12.0,92.0,12.0,6.0,709.0,1785.0,37.0,601.0,71.0,72.0,Nazan-Bekiroğlu
16.0,533.0,283.0,2048.0,39.0,35.0,931.0,0.0,31.0,0.0,357.0,0.0,21.0,371.0,178.0,714.0,7.0,14.0,42.0,25.0,62.0,8.0,5.0,718.0,1851.0,37.0,603.0,79.0,73.0,Nazan-Bekiroğlu
17.0,385.0,350.0,1043.0,64.0,22.0,626.0,0.0,12.0,0.0,424.0,0.0,9.0,509.0,28.0,0.0,9.0,0.0,18.0,15.0,61.0,8.0,6.0,689.0,1708.0,38.0,600.0,72.0,72.0,Nazan-Bekiroğlu
30.0,676.0,338.0,2040.0,72.0,53.0,1113.0,185.0,16.0,32.0,368.0,0.0,32.0,434.0,73.0,0.0,16.0,0.0,40.0,18.0,59.0,8.0,5.0,720.0,1877.0,37.0,604.0,84.0,74.0,Nazan-Bekiroğlu
0.0,406.0,254.0,3254.0,54.0,45.0,361.0,0.0,19.0,50.0,245.0,0.0,8.0,313.0,254.0,5084.0,0.0,0.0,76.0,16.0,64.0,9.0,5.0,714.0,1709.0,37.0,594.0,87.0,66.0,Nazan-Bekiroğlu
0.0,480.0,380.0,1666.0,79.0,52.0,3958.0,0.0,41.0,0.0,279.0,0.0,0.0,139.0,139.0,1162.0,0.0,0.0,430.0,14.0,65.0,9.0,5.0,683.0,1611.0,38.0,594.0,82.0,67.0,Nazan-Bekiroğlu
0.0,610.0,152.0,2731.0,50.0,42.0,420.0,0.0,18.0,14.0,395.0,0.0,0.0,366.0,172.0,4316.0,0.0,0.0,7.0,23.0,66.0,8.0,6.0,692.0,1773.0,37.0,604.0,87.0,74.0,Nazan-Bekiroğlu
0.0,543.0,260.0,2794.0,69.0,61.0,199.0,0.0,7.0,17.0,278.0,17.0,8.0,426.0,217.0,869.0,0.0,17.0,8.0,18.0,78.0,10.0,6.0,708.0,1885.0,37.0,608.0,87.0,76.0,Nazan-Bekiroğlu
47.0,380.0,523.0,4356.0,35.0,31.0,207.0,207.0,12.0,49.0,322.0,0.0,8.0,198.0,272.0,11570.0,16.0,16.0,0.0,11.0,87.0,11.0,6.0,705.0,1935.0,37.0,613.0,75.0,81.0,A-Turan-Alkan
120.0,600.0,360.0,2651.0,45.0,46.0,441.0,0.0,29.0,44.0,210.0,0.0,53.0,228.0,399.0,1793.0,17.0,0.0,26.0,28.0,80.0,11.0,6.0,829.0,2120.0,34.0,595.0,86.0,64.0,A-Turan-Alkan
0.0,340.0,446.0,4752.0,29.0,33.0,396.0,1584.0,13.0,16.0,358.0,0.0,8.0,225.0,233.0,12500.0,0.0,16.0,16.0,21.0,85.0,11.0,6.0,708.0,1864.0,37.0,607.0,69.0,77.0,A-Turan-Alkan
73.0,487.0,317.0,3519.0,26.0,45.0,621.0,207.0,10.0,32.0,357.0,0.0,73.0,211.0,186.0,4065.0,24.0,48.0,24.0,13.0,91.0,11.0,6.0,701.0,1870.0,37.0,609.0,51.0,80.0,A-Turan-Alkan
111.0,444.0,259.0,3811.0,42.0,38.0,0.0,448.0,24.0,22.0,257.0,14.0,22.0,147.0,235.0,2941.0,22.0,235.0,14.0,40.0,128.0,16.0,6.0,678.0,1723.0,38.0,605.0,63.0,76.0,A-Turan-Alkan
19.0,588.0,274.0,2439.0,44.0,40.0,636.0,0.0,14.0,22.0,281.0,3.0,18.0,277.0,266.0,4444.0,3.0,14.0,66.0,21.0,70.0,9.0,5.0,855.0,2445.0,34.0,607.0,91.0,72.0,A-Turan-Alkan
104.0,645.0,229.0,2053.0,51.0,36.0,616.0,0.0,14.0,51.0,215.0,34.0,25.0,232.0,250.0,8620.0,43.0,0.0,60.0,16.0,73.0,10.0,6.0,706.0,1930.0,37.0,612.0,58.0,82.0,A-Turan-Alkan
104.0,645.0,229.0,2053.0,51.0,36.0,616.0,0.0,14.0,51.0,215.0,34.0,25.0,232.0,250.0,8620.0,43.0,0.0,60.0,16.0,73.0,10.0,6.0,706.0,1930.0,37.0,612.0,58.0,82.0,A-Turan-Alkan
52.0,394.0,342.0,3000.0,54.0,32.0,800.0,600.0,16.0,31.0,230.0,0.0,39.0,134.0,373.0,9523.0,15.0,47.0,31.0,16.0,98.0,13.0,6.0,708.0,1891.0,37.0,609.0,80.0,77.0,A-Turan-Alkan
85.0,553.0,212.0,2152.0,72.0,39.0,391.0,587.0,23.0,22.0,237.0,37.0,0.0,237.0,311.0,11851.0,29.0,0.0,7.0,19.0,70.0,9.0,6.0,709.0,1840.0,37.0,605.0,72.0,75.0,A-Turan-Alkan
0.0,222.0,314.0,3372.0,40.0,32.0,232.0,0.0,25.0,12.0,428.0,12.0,32.0,279.0,123.0,8441.0,0.0,25.0,0.0,9.0,123.0,15.0,6.0,833.0,2366.0,34.0,607.0,74.0,74.0,A-Turan-Alkan
34.0,396.0,155.0,3208.0,57.0,59.0,356.0,445.0,23.0,49.0,231.0,7.0,18.0,310.0,162.0,4924.0,22.0,30.0,117.0,15.0,63.0,8.0,6.0,887.0,2433.0,33.0,601.0,120.0,63.0,A-Turan-Alkan
71.0,625.0,303.0,3435.0,38.0,36.0,2099.0,0.0,20.0,53.0,297.0,7.0,7.0,106.0,206.0,8396.0,30.0,45.0,160.0,13.0,69.0,9.0,6.0,714.0,1856.0,37.0,604.0,115.0,71.0,A-Turan-Alkan
0.0,444.0,200.0,5544.0,47.0,42.0,956.0,0.0,21.0,31.0,253.0,7.0,71.0,206.0,277.0,8730.0,0.0,15.0,47.0,15.0,91.0,12.0,6.0,717.0,1902.0,37.0,607.0,94.0,75.0,A-Turan-Alkan
41.0,562.0,354.0,2448.0,38.0,34.0,204.0,0.0,30.0,15.0,407.0,38.0,84.0,276.0,53.0,6923.0,15.0,0.0,38.0,12.0,79.0,10.0,6.0,704.0,1883.0,37.0,609.0,55.0,80.0,A-Turan-Alkan
0.0,586.0,275.0,4408.0,42.0,48.0,200.0,0.0,10.0,28.0,350.0,39.0,90.0,254.0,129.0,9039.0,5.0,0.0,11.0,13.0,59.0,8.0,5.0,695.0,1692.0,37.0,597.0,66.0,70.0,A-Turan-Alkan
0.0,512.0,487.0,4973.0,17.0,14.0,105.0,0.0,11.0,0.0,397.0,0.0,32.0,376.0,139.0,4301.0,0.0,0.0,10.0,13.0,194.0,24.0,7.0,835.0,2085.0,34.0,592.0,127.0,59.0,A-Turan-Alkan
0.0,312.0,281.0,4772.0,58.0,45.0,433.0,216.0,15.0,46.0,361.0,18.0,55.0,212.0,231.0,2777.0,0.0,18.0,27.0,14.0,106.0,14.0,6.0,690.0,1821.0,38.0,609.0,89.0,77.0,A-Turan-Alkan
238.0,619.0,404.0,4743.0,45.0,56.0,759.0,0.0,13.0,37.0,266.0,29.0,29.0,177.0,266.0,6666.0,74.0,44.0,7.0,18.0,89.0,12.0,6.0,717.0,1881.0,37.0,606.0,87.0,74.0,A-Turan-Alkan
24.0,457.0,253.0,2937.0,53.0,39.0,326.0,0.0,16.0,29.0,290.0,16.0,16.0,224.0,273.0,6639.0,8.0,33.0,41.0,16.0,79.0,10.0,6.0,845.0,2358.0,34.0,605.0,74.0,72.0,A-Turan-Alkan
100.0,650.0,216.0,1923.0,51.0,47.0,427.0,641.0,19.0,33.0,277.0,6.0,33.0,202.0,236.0,13513.0,40.0,13.0,20.0,16.0,58.0,7.0,6.0,693.0,1821.0,37.0,608.0,78.0,77.0,A-Turan-Alkan
60.0,484.0,545.0,3571.0,39.0,45.0,198.0,396.0,15.0,8.0,267.0,26.0,62.0,205.0,312.0,8928.0,17.0,0.0,8.0,14.0,110.0,14.0,6.0,705.0,1817.0,37.0,604.0,78.0,74.0,A-Turan-Alkan
234.0,468.0,446.0,4007.0,30.0,64.0,0.0,190.0,17.0,32.0,322.0,25.0,0.0,154.0,258.0,9677.0,70.0,25.0,12.0,12.0,76.0,10.0,6.0,715.0,1874.0,37.0,605.0,62.0,76.0,A-Turan-Alkan
117.0,441.0,235.0,3803.0,29.0,40.0,447.0,0.0,31.0,16.0,292.0,8.0,24.0,154.0,357.0,6504.0,32.0,32.0,16.0,20.0,103.0,13.0,6.0,683.0,1797.0,38.0,609.0,71.0,78.0,A-Turan-Alkan
81.0,527.0,324.0,3368.0,53.0,49.0,116.0,0.0,12.0,10.0,427.0,5.0,30.0,170.0,134.0,17010.0,30.0,10.0,10.0,13.0,88.0,11.0,6.0,831.0,2320.0,34.0,605.0,86.0,72.0,A-Turan-Alkan
0.0,500.0,300.0,3099.0,41.0,26.0,206.0,0.0,10.0,30.0,338.0,15.0,0.0,230.0,292.0,6153.0,0.0,15.0,15.0,14.0,88.0,11.0,6.0,707.0,1968.0,37.0,614.0,71.0,83.0,A-Turan-Alkan
81.0,594.0,432.0,3646.0,38.0,38.0,1343.0,3646.0,19.0,24.0,266.0,0.0,48.0,145.0,379.0,6451.0,24.0,0.0,48.0,23.0,100.0,13.0,6.0,712.0,1831.0,37.0,603.0,81.0,73.0,A-Turan-Alkan
139.0,534.0,348.0,3198.0,36.0,44.0,213.0,213.0,21.0,14.0,246.0,21.0,63.0,211.0,338.0,4929.0,42.0,0.0,14.0,24.0,83.0,11.0,6.0,686.0,1713.0,38.0,602.0,88.0,72.0,A-Turan-Alkan
58.0,529.0,323.0,3625.0,51.0,31.0,233.0,935.0,49.0,0.0,297.0,47.0,42.0,271.0,170.0,10638.0,21.0,10.0,31.0,18.0,88.0,12.0,6.0,828.0,2284.0,34.0,604.0,85.0,71.0,A-Turan-Alkan
85.0,553.0,382.0,2603.0,39.0,43.0,650.0,650.0,21.0,0.0,254.0,49.0,98.0,311.0,147.0,7377.0,32.0,0.0,32.0,18.0,67.0,9.0,6.0,692.0,1858.0,37.0,611.0,95.0,78.0,A-Turan-Alkan
39.0,529.0,294.0,2409.0,40.0,36.0,803.0,200.0,18.0,39.0,246.0,15.0,23.0,269.0,293.0,7936.0,15.0,0.0,15.0,15.0,73.0,9.0,6.0,712.0,1962.0,37.0,612.0,79.0,80.0,A-Turan-Alkan
128.0,487.0,307.0,5587.0,53.0,19.0,385.0,0.0,5.0,69.0,372.0,7.0,31.0,131.0,279.0,3875.0,38.0,0.0,31.0,10.0,100.0,13.0,6.0,714.0,1878.0,37.0,606.0,77.0,76.0,A-Turan-Alkan
44.0,466.0,255.0,3686.0,33.0,58.0,691.0,345.0,33.0,25.0,192.0,20.0,40.0,253.0,274.0,11675.0,20.0,0.0,55.0,23.0,73.0,10.0,6.0,831.0,2301.0,34.0,604.0,87.0,71.0,A-Turan-Alkan
92.0,425.0,314.0,3824.0,45.0,55.0,573.0,4015.0,13.0,22.0,345.0,14.0,132.0,220.0,73.0,9558.0,36.0,0.0,58.0,24.0,70.0,9.0,6.0,710.0,1792.0,37.0,601.0,97.0,70.0,A-Turan-Alkan
111.0,444.0,296.0,3138.0,29.0,39.0,418.0,209.0,27.0,0.0,267.0,7.0,15.0,275.0,228.0,8661.0,31.0,62.0,23.0,20.0,75.0,10.0,6.0,705.0,1971.0,37.0,615.0,88.0,82.0,A-Turan-Alkan
90.0,613.0,363.0,4615.0,34.0,30.0,1538.0,384.0,11.0,8.0,391.0,16.0,33.0,175.0,133.0,13333.0,33.0,33.0,41.0,9.0,83.0,11.0,6.0,717.0,1925.0,37.0,608.0,77.0,77.0,A-Turan-Alkan
79.0,476.0,269.0,4069.0,45.0,44.0,1479.0,0.0,12.0,20.0,390.0,5.0,45.0,152.0,192.0,5583.0,25.0,30.0,81.0,18.0,90.0,12.0,6.0,816.0,2257.0,34.0,605.0,93.0,71.0,A-Turan-Alkan
83.0,333.0,166.0,3016.0,56.0,36.0,282.0,0.0,19.0,28.0,362.0,8.0,88.0,209.0,153.0,7661.0,20.0,24.0,28.0,14.0,72.0,10.0,6.0,883.0,2551.0,33.0,607.0,93.0,70.0,A-Turan-Alkan
50.0,733.0,283.0,1864.0,44.0,88.0,1631.0,0.0,16.0,0.0,290.0,60.0,175.0,212.0,42.0,10909.0,18.0,0.0,90.0,14.0,53.0,7.0,6.0,663.0,1598.0,38.0,599.0,102.0,69.0,A-Turan-Alkan
163.0,551.0,326.0,3193.0,37.0,17.0,998.0,399.0,15.0,14.0,289.0,14.0,50.0,159.0,224.0,9420.0,57.0,57.0,36.0,15.0,81.0,10.0,6.0,716.0,2005.0,37.0,614.0,75.0,82.0,A-Turan-Alkan
140.0,460.0,360.0,3913.0,31.0,52.0,978.0,195.0,29.0,6.0,302.0,13.0,32.0,177.0,282.0,10526.0,46.0,13.0,19.0,16.0,69.0,9.0,6.0,708.0,1822.0,37.0,604.0,99.0,72.0,A-Turan-Alkan
131.0,540.0,278.0,3407.0,48.0,36.0,524.0,0.0,7.0,32.0,318.0,10.0,70.0,210.0,200.0,5405.0,43.0,10.0,48.0,11.0,91.0,12.0,6.0,799.0,2154.0,35.0,603.0,119.0,68.0,A-Turan-Alkan
90.0,431.0,340.0,3065.0,47.0,32.0,574.0,574.0,17.0,22.0,272.0,7.0,45.0,204.0,325.0,6060.0,30.0,0.0,30.0,15.0,87.0,12.0,6.0,714.0,1864.0,37.0,605.0,79.0,75.0,A-Turan-Alkan
104.0,767.0,302.0,3541.0,41.0,63.0,1841.0,0.0,16.0,7.0,341.0,47.0,158.0,191.0,66.0,6617.0,33.0,0.0,88.0,20.0,60.0,8.0,6.0,771.0,1919.0,36.0,595.0,84.0,66.0,A-Turan-Alkan
0.0,520.0,312.0,3187.0,57.0,25.0,0.0,597.0,11.0,23.0,333.0,0.0,7.0,263.0,248.0,10852.0,0.0,0.0,15.0,17.0,79.0,10.0,6.0,708.0,1874.0,37.0,607.0,85.0,76.0,A-Turan-Alkan
102.0,538.0,358.0,3992.0,22.0,55.0,1140.0,0.0,11.0,38.0,292.0,23.0,15.0,138.0,292.0,8461.0,46.0,15.0,53.0,13.0,80.0,11.0,6.0,721.0,1949.0,37.0,609.0,76.0,78.0,A-Turan-Alkan
128.0,333.0,230.0,3086.0,30.0,28.0,467.0,280.0,36.0,14.0,200.0,8.0,53.0,232.0,304.0,6567.0,20.0,77.0,20.0,23.0,72.0,10.0,6.0,881.0,2483.0,33.0,604.0,89.0,69.0,A-Turan-Alkan
187.0,375.0,125.0,5970.0,23.0,49.0,426.0,0.0,8.0,15.0,145.0,15.0,201.0,341.0,236.0,0.0,20.0,20.0,5.0,31.0,56.0,8.0,5.0,684.0,1685.0,38.0,600.0,109.0,69.0,A-Turan-Alkan
50.0,525.0,350.0,3340.0,41.0,33.0,417.0,208.0,14.0,32.0,260.0,8.0,56.0,219.0,300.0,5691.0,16.0,16.0,32.0,12.0,90.0,11.0,6.0,705.0,1960.0,37.0,614.0,60.0,84.0,A-Turan-Alkan
190.0,404.0,214.0,2522.0,46.0,52.0,720.0,900.0,27.0,26.0,234.0,0.0,6.0,120.0,402.0,8724.0,60.0,26.0,33.0,18.0,85.0,12.0,5.0,727.0,1897.0,37.0,604.0,58.0,75.0,A-Turan-Alkan
29.0,529.0,411.0,1655.0,52.0,49.0,662.0,0.0,23.0,0.0,301.0,0.0,0.0,571.0,31.0,4761.0,15.0,0.0,31.0,12.0,69.0,9.0,6.0,602.0,1553.0,40.0,616.0,59.0,84.0,Okay-Karacan
0.0,333.0,407.0,1780.0,41.0,20.0,593.0,0.0,26.0,0.0,200.0,16.0,33.0,533.0,200.0,0.0,0.0,0.0,16.0,30.0,102.0,13.0,6.0,630.0,1699.0,39.0,619.0,118.0,81.0,Okay-Karacan
190.0,452.0,261.0,3041.0,30.0,21.0,357.0,0.0,25.0,0.0,186.0,8.0,8.0,364.0,338.0,847.0,67.0,0.0,16.0,14.0,102.0,13.0,6.0,727.0,1877.0,37.0,603.0,92.0,72.0,Okay-Karacan
62.0,625.0,250.0,4188.0,62.0,52.0,261.0,523.0,41.0,0.0,153.0,105.0,76.0,394.0,221.0,1923.0,19.0,0.0,9.0,29.0,90.0,12.0,5.0,640.0,1545.0,39.0,601.0,86.0,72.0,Okay-Karacan
121.0,727.0,242.0,3636.0,39.0,24.0,303.0,1515.0,36.0,0.0,125.0,13.0,27.0,541.0,222.0,1388.0,55.0,0.0,0.0,22.0,75.0,10.0,6.0,617.0,1563.0,40.0,611.0,91.0,78.0,Okay-Karacan
0.0,250.0,458.0,2710.0,51.0,30.0,0.0,0.0,27.0,0.0,172.0,0.0,0.0,431.0,396.0,0.0,0.0,0.0,0.0,21.0,107.0,14.0,6.0,621.0,1602.0,40.0,613.0,82.0,80.0,Okay-Karacan
34.0,517.0,517.0,2286.0,33.0,16.0,831.0,415.0,12.0,0.0,289.0,14.0,0.0,405.0,173.0,0.0,43.0,0.0,72.0,12.0,130.0,17.0,6.0,701.0,1873.0,37.0,610.0,92.0,77.0,Okay-Karacan
34.0,448.0,344.0,4155.0,58.0,27.0,0.0,0.0,36.0,0.0,230.0,76.0,12.0,423.0,205.0,1282.0,12.0,25.0,0.0,20.0,99.0,13.0,6.0,638.0,1652.0,39.0,612.0,66.0,81.0,Okay-Karacan
0.0,296.0,259.0,2923.0,67.0,17.0,0.0,292.0,20.0,16.0,196.0,0.0,0.0,426.0,360.0,0.0,0.0,0.0,0.0,21.0,99.0,13.0,6.0,620.0,1514.0,40.0,606.0,89.0,74.0,Okay-Karacan
0.0,281.0,281.0,3084.0,64.0,30.0,0.0,771.0,20.0,0.0,338.0,0.0,0.0,476.0,184.0,0.0,0.0,0.0,0.0,13.0,100.0,12.0,6.0,651.0,1657.0,39.0,608.0,70.0,78.0,Okay-Karacan
33.0,400.0,333.0,634.0,34.0,25.0,634.0,0.0,25.0,0.0,296.0,0.0,15.0,437.0,187.0,0.0,15.0,0.0,46.0,16.0,85.0,10.0,6.0,611.0,1583.0,40.0,615.0,49.0,84.0,Okay-Karacan
93.0,531.0,375.0,5249.0,49.0,31.0,787.0,0.0,31.0,14.0,142.0,0.0,28.0,514.0,214.0,0.0,42.0,0.0,42.0,15.0,85.0,12.0,5.0,648.0,1665.0,39.0,610.0,95.0,77.0,Okay-Karacan
53.0,553.0,464.0,3994.0,52.0,22.0,285.0,0.0,29.0,0.0,196.0,0.0,8.0,553.0,187.0,0.0,26.0,0.0,26.0,17.0,95.0,12.0,6.0,776.0,2016.0,35.0,600.0,91.0,69.0,Okay-Karacan
78.0,450.0,392.0,2928.0,35.0,23.0,1464.0,0.0,25.0,0.0,295.0,40.0,24.0,360.0,188.0,0.0,32.0,0.0,57.0,24.0,75.0,10.0,6.0,692.0,1756.0,38.0,603.0,130.0,69.0,Okay-Karacan
62.0,375.0,437.0,2255.0,63.0,18.0,0.0,375.0,52.0,0.0,452.0,0.0,0.0,380.0,142.0,0.0,23.0,0.0,0.0,12.0,122.0,17.0,5.0,569.0,1367.0,41.0,610.0,98.0,75.0,Okay-Karacan
157.0,684.0,526.0,2788.0,31.0,55.0,398.0,0.0,19.0,0.0,345.0,0.0,18.0,363.0,200.0,0.0,54.0,0.0,18.0,18.0,101.0,13.0,6.0,565.0,1439.0,42.0,620.0,70.0,84.0,Okay-Karacan
42.0,319.0,276.0,3839.0,61.0,20.0,174.0,1047.0,31.0,0.0,195.0,0.0,10.0,510.0,206.0,1086.0,21.0,0.0,43.0,24.0,93.0,12.0,6.0,736.0,1950.0,36.0,605.0,92.0,73.0,Okay-Karacan
0.0,350.0,450.0,682.0,64.0,27.0,0.0,0.0,40.0,0.0,185.0,18.0,37.0,462.0,296.0,0.0,0.0,0.0,0.0,14.0,109.0,14.0,6.0,591.0,1466.0,41.0,611.0,91.0,77.0,Okay-Karacan
85.0,514.0,271.0,4133.0,45.0,50.0,666.0,133.0,21.0,9.0,126.0,106.0,24.0,393.0,199.0,2912.0,38.0,29.0,43.0,33.0,83.0,11.0,5.0,790.0,2052.0,35.0,599.0,104.0,67.0,Okay-Karacan
0.0,279.0,279.0,5148.0,53.0,24.0,312.0,468.0,21.0,9.0,76.0,9.0,19.0,480.0,403.0,0.0,0.0,0.0,0.0,29.0,118.0,16.0,6.0,753.0,1915.0,36.0,599.0,96.0,68.0,Okay-Karacan
74.0,481.0,296.0,3048.0,54.0,42.0,304.0,304.0,30.0,0.0,174.0,15.0,15.0,476.0,253.0,0.0,31.0,0.0,31.0,17.0,91.0,12.0,5.0,614.0,1534.0,40.0,609.0,71.0,78.0,Okay-Karacan
0.0,333.0,500.0,2134.0,85.0,12.0,0.0,0.0,24.0,0.0,196.0,71.0,35.0,500.0,196.0,0.0,0.0,0.0,0.0,16.0,106.0,14.0,6.0,618.0,1584.0,40.0,613.0,62.0,82.0,Okay-Karacan
